93,Afghanistan,Afghanistan,3.72000
937,Afghanistan,Afghanistan Mobile,3.79000
355,Albania,Albania,2.69000
3554250,Albania,ALBANIA - OLO,28.88000
3554251,Albania,ALBANIA - OLO,28.88000
3554252,Albania,ALBANIA - OLO,28.88000
35534606,Albania,Albania Fix Interactive TV,12.68000
35534607,Albania,Albania Fix Interactive TV,12.68000
35534608,Albania,Albania Fix Interactive TV,12.68000
35534609,Albania,Albania Fix Interactive TV,12.68000
35535504,Albania,Albania Fix Interactive TV,12.68000
35535505,Albania,Albania Fix Interactive TV,12.68000
35545750,Albania,Albania Fix Interactive TV,12.68000
35545751,Albania,Albania Fix Interactive TV,12.68000
35551181,Albania,Albania Fix Interactive TV,12.68000
35552450,Albania,Albania Fix Interactive TV,12.68000
35555903,Albania,Albania Fix Interactive TV,12.68000
35555904,Albania,Albania Fix Interactive TV,12.68000
35544416,Albania,Albania Fix Special Services,27.00000
35544417,Albania,Albania Fix Special Services,27.00000
35544418,Albania,Albania Fix Special Services,27.00000
35544419,Albania,Albania Fix Special Services,27.00000
35538,Albania,Albania Mobile,6.87000
35566,Albania,Albania Mobile,6.87000
35567,Albania,Albania Mobile,6.87000
35568,Albania,Albania Mobile,6.87000
35569,Albania,Albania Mobile,6.87000
3554,Albania,Albania Tirane,5.00000
213,Algeria,Algeria,5.74000
21321,Algeria,Algeria Algiers,5.74000
21380,Algeria,Algeria Fix Special,6.49000
2136,Algeria,Algeria Mobile,6.46000
21396190,Algeria,Algeria Mobile,6.49000
21396191,Algeria,Algeria Mobile,6.49000
21396192,Algeria,Algeria Mobile,6.49000
21365,Algeria,Algeria Mobile - Mobilis,6.81000
21366,Algeria,Algeria Mobile - Mobilis,6.81000
21367,Algeria,Algeria Mobile - Mobilis,6.81000
21368,Algeria,Algeria Mobile - Mobilis,6.81000
21369,Algeria,Algeria Mobile - Mobilis,6.81000
2135,Algeria,Algeria Mobile - Ooredoo,7.58000
2137,Algeria,Algeria Mobile - Orascom,6.81000
376,Andorra,Andorra,0.65000
3763,Andorra,Andorra Mobile,9.78000
3764,Andorra,Andorra Mobile,9.78000
3765,Andorra,Andorra Mobile,9.78000
3766,Andorra,Andorra Mobile,9.78000
244,Angola,Angola,1.25000
2449,Angola,Angola Mobile,3.15000
24492,Angola,Angola Mobile - Unitel,3.15000
24493,Angola,Angola Mobile - Unitel,3.15000
24494,Angola,Angola Mobile - Unitel,3.15000
6721,Antarctica,Antarctica,73.98000
54,Argentina,Argentina,1.25000
5411,Argentina,Argentina Buenos Aires,1.25000
549,Argentina,Argentina Mobile,4.00000
374,Armenia,Armenia,4.07000
37441,Armenia,Armenia Mobile,8.11000
37443,Armenia,Armenia Mobile,8.11000
37444,Armenia,Armenia Mobile,8.11000
37447,Armenia,Armenia Mobile,8.11000
37449,Armenia,Armenia Mobile,8.11000
3745,Armenia,Armenia Mobile,8.11000
37460,Armenia,Armenia Mobile,8.11000
3747,Armenia,Armenia Mobile,8.11000
3749,Armenia,Armenia Mobile,8.11000
297,Aruba,Aruba,1.92000
29756,Aruba,Aruba Mobile,4.29000
29759,Aruba,Aruba Mobile,4.29000
297600,Aruba,Aruba Mobile,4.29000
297622,Aruba,Aruba Mobile,4.29000
29763,Aruba,Aruba Mobile,4.29000
29764,Aruba,Aruba Mobile,4.29000
29766,Aruba,Aruba Mobile,4.29000
29769,Aruba,Aruba Mobile,4.29000
29773,Aruba,Aruba Mobile,4.29000
29774,Aruba,Aruba Mobile,4.29000
2979,Aruba,Aruba Mobile,4.29000
61,Australia,Australia,0.82000
6114,Australia,AUSTRALIA - SATELLITE,63.00000
611,Australia,Australia Mobile,2.65000
614,Australia,Australia Mobile,2.65000
61401,Australia,Australia Mobile - Optus,1.20000
61402,Australia,Australia Mobile - Optus,1.20000
61403,Australia,Australia Mobile - Optus,1.20000
61411,Australia,Australia Mobile - Optus,1.20000
61412,Australia,Australia Mobile - Optus,1.20000
61413,Australia,Australia Mobile - Optus,1.20000
61421,Australia,Australia Mobile - Optus,1.20000
61422,Australia,Australia Mobile - Optus,1.20000
61423,Australia,Australia Mobile - Optus,1.20000
61431,Australia,Australia Mobile - Optus,1.20000
61432,Australia,Australia Mobile - Optus,1.20000
61434,Australia,Australia Mobile - Optus,1.20000
61435,Australia,Australia Mobile - Optus,1.20000
61466,Australia,Australia Mobile - Optus,1.20000
614683,Australia,Australia Mobile - Optus,1.20000
614684,Australia,Australia Mobile - Optus,1.20000
614685,Australia,Australia Mobile - Optus,1.20000
614686,Australia,Australia Mobile - Optus,1.20000
614687,Australia,Australia Mobile - Optus,1.20000
614688,Australia,Australia Mobile - Optus,1.20000
614689,Australia,Australia Mobile - Optus,1.20000
61478,Australia,Australia Mobile - Optus,1.20000
614790,Australia,Australia Mobile - Optus,1.20000
614791,Australia,Australia Mobile - Optus,1.20000
61481,Australia,Australia Mobile - Optus,1.20000
61482,Australia,Australia Mobile - Optus,1.20000
61400,Australia,Australia Mobile - Telstra,1.20000
61407,Australia,Australia Mobile - Telstra,1.20000
61408,Australia,Australia Mobile - Telstra,1.20000
61409,Australia,Australia Mobile - Telstra,1.20000
61417,Australia,Australia Mobile - Telstra,1.20000
61418,Australia,Australia Mobile - Telstra,1.20000
61419,Australia,Australia Mobile - Telstra,1.20000
61427,Australia,Australia Mobile - Telstra,1.20000
61428,Australia,Australia Mobile - Telstra,1.20000
61429,Australia,Australia Mobile - Telstra,1.20000
61437,Australia,Australia Mobile - Telstra,1.20000
61438,Australia,Australia Mobile - Telstra,1.20000
61439,Australia,Australia Mobile - Telstra,1.20000
614444,Australia,Australia Mobile - Telstra,1.20000
61447,Australia,Australia Mobile - Telstra,1.20000
61448,Australia,Australia Mobile - Telstra,1.20000
61455,Australia,Australia Mobile - Telstra,1.20000
61456,Australia,Australia Mobile - Telstra,1.20000
61457,Australia,Australia Mobile - Telstra,1.20000
61458,Australia,Australia Mobile - Telstra,1.20000
61459,Australia,Australia Mobile - Telstra,1.20000
61467,Australia,Australia Mobile - Telstra,1.20000
614725,Australia,Australia Mobile - Telstra,1.20000
614726,Australia,Australia Mobile - Telstra,1.20000
614727,Australia,Australia Mobile - Telstra,1.20000
614728,Australia,Australia Mobile - Telstra,1.20000
614729,Australia,Australia Mobile - Telstra,1.20000
61473,Australia,Australia Mobile - Telstra,1.20000
61474,Australia,Australia Mobile - Telstra,1.20000
61475,Australia,Australia Mobile - Telstra,1.20000
61476,Australia,Australia Mobile - Telstra,1.20000
61477,Australia,Australia Mobile - Telstra,1.20000
61484,Australia,Australia Mobile - Telstra,1.20000
61487,Australia,Australia Mobile - Telstra,1.20000
614880,Australia,Australia Mobile - Telstra,1.20000
614881,Australia,Australia Mobile - Telstra,1.20000
614882,Australia,Australia Mobile - Telstra,1.20000
614883,Australia,Australia Mobile - Telstra,1.20000
614884,Australia,Australia Mobile - Telstra,1.20000
614885,Australia,Australia Mobile - Telstra,1.20000
614886,Australia,Australia Mobile - Telstra,1.20000
614887,Australia,Australia Mobile - Telstra,1.20000
614889,Australia,Australia Mobile - Telstra,1.20000
61490,Australia,Australia Mobile - Telstra,1.20000
614910,Australia,Australia Mobile - Telstra,1.20000
614911,Australia,Australia Mobile - Telstra,1.20000
614912,Australia,Australia Mobile - Telstra,1.20000
614913,Australia,Australia Mobile - Telstra,1.20000
614914,Australia,Australia Mobile - Telstra,1.20000
61497,Australia,Australia Mobile - Telstra,1.20000
61498,Australia,Australia Mobile - Telstra,1.20000
61499,Australia,Australia Mobile - Telstra,1.20000
61404,Australia,Australia Mobile - Vodafone,0.95000
61405,Australia,Australia Mobile - Vodafone,0.95000
61406,Australia,Australia Mobile - Vodafone,0.95000
61410,Australia,Australia Mobile - Vodafone,0.95000
61414,Australia,Australia Mobile - Vodafone,0.95000
61415,Australia,Australia Mobile - Vodafone,0.95000
61416,Australia,Australia Mobile - Vodafone,0.95000
61420,Australia,Australia Mobile - Vodafone,0.95000
61424,Australia,Australia Mobile - Vodafone,0.95000
61425,Australia,Australia Mobile - Vodafone,0.95000
61426,Australia,Australia Mobile - Vodafone,0.95000
61430,Australia,Australia Mobile - Vodafone,1.50000
61433,Australia,Australia Mobile - Vodafone,1.50000
61449,Australia,Australia Mobile - Vodafone,0.95000
61450,Australia,Australia Mobile - Vodafone,0.95000
61451,Australia,Australia Mobile - Vodafone,0.95000
61452,Australia,Australia Mobile - Vodafone,0.95000
61453,Australia,Australia Mobile - Vodafone,0.95000
6128,Australia,Australia Sydney,0.82000
6129,Australia,Australia Sydney,0.82000
870,Australia,Inmarsat,122.10000
8705,Australia,Inmarsat A,126.00000
8703,Australia,Inmarsat B,91.94000
87077,Australia,Inmarsat Bgan,63.21000
87078,Australia,Inmarsat Bgan Hsd,126.00000
87039,Australia,Inmarsat Hsd,118.77000
8706,Australia,Inmarsat M,91.94000
87076,Australia,Inmarsat Minim,39.41000
882,Australia,International Networks,118.00000
43,Austria,Austria,2.72000
439,Austria,AUSTRIA - SPECIAL SERVICES,11.20000
43661,Austria,Austria Mobile,11.20000
43666,Austria,Austria Mobile,11.20000
43670,Austria,AUSTRIA MOBILE,11.20000
4368,Austria,Austria Mobile,11.20000
4369,Austria,Austria Mobile,11.20000
43711,Austria,Austria Mobile,11.20000
43730,Austria,Austria Mobile,11.20000
43740,Austria,Austria Mobile,11.20000
43810,Austria,Austria Mobile,11.20000
43820,Austria,Austria Mobile,11.20000
43660,Austria,Austria Mobile - 3G,3.55000
43678,Austria,Austria Mobile - 3G,3.55000
43644,Austria,Austria Mobile - Mobilkom,11.20000
43664,Austria,Austria Mobile - Mobilkom,3.23000
43680,Austria,Austria Mobile - Mobilkom,3.23000
43681,Austria,Austria Mobile - One,3.23000
43699,Austria,Austria Mobile - One,3.55000
43688,Austria,Austria Mobile - Tele2,3.23000
4369988,Austria,Austria Mobile - Tele2,3.23000
4369989,Austria,Austria Mobile - Tele2,3.23000
43650,Austria,Austria Mobile - Telering,3.55000
43676,Austria,Austria Mobile - Tmobile,3.55000
43677,Austria,Austria Mobile - Tmobile,3.55000
4350,Austria,Austria Special Services,11.20000
43800,Austria,Austria Special Services,11.20000
43802,Austria,Austria Special Services,11.20000
438920,Austria,Austria Special Services,11.20000
43517,Austria,Corporate,11.20000
4357,Austria,Corporate,11.20000
4359,Austria,Corporate,11.20000
994,Azerbaijan,Azerbaijan,6.94000
99440,Azerbaijan,Azerbaijan Mobile,6.94000
99444,Azerbaijan,Azerbaijan Mobile,6.94000
99450,Azerbaijan,Azerbaijan Mobile,6.94000
99451,Azerbaijan,Azerbaijan Mobile,6.94000
99455,Azerbaijan,Azerbaijan Mobile,6.94000
99460,Azerbaijan,Azerbaijan Mobile,6.94000
99470,Azerbaijan,Azerbaijan Mobile,6.94000
99477,Azerbaijan,Azerbaijan Mobile,6.94000
1242,Bahamas,Bahamas,3.83000
973,Bahrain,Bahrain,3.18000
9733,Bahrain,Bahrain Mobile,2.50000
97363,Bahrain,Bahrain Mobile,1.95000
973663,Bahrain,Bahrain Mobile,2.50000
973666,Bahrain,Bahrain Mobile,2.50000
973667,Bahrain,Bahrain Mobile,1.95000
973669,Bahrain,Bahrain Mobile,2.50000
97377,Bahrain,Bahrain Mobile,1.95000
97386,Bahrain,Bahrain Mobile,1.95000
880,Bangladesh,Bangladesh,1.35000
8801,Bangladesh,Bangladesh Mobile,0.95000
88017,Bangladesh,Bangladesh Mobile - Grameen,0.95000
1246,Barbados,Barbados,4.21000
124623,Barbados,Barbados Mobile,7.56000
124624,Barbados,Barbados Mobile,7.56000
124625,Barbados,Barbados Mobile,7.56000
124626,Barbados,Barbados Mobile,7.56000
124628,Barbados,Barbados Mobile,7.56000
1246446,Barbados,Barbados Mobile,7.56000
1246447,Barbados,Barbados Mobile,7.56000
1246448,Barbados,Barbados Mobile,7.56000
1246449,Barbados,Barbados Mobile,7.56000
124645,Barbados,Barbados Mobile,7.56000
124652,Barbados,Barbados Mobile,7.56000
1246530,Barbados,Barbados Mobile,7.56000
1246531,Barbados,Barbados Mobile,7.56000
1246532,Barbados,Barbados Mobile,7.56000
1246533,Barbados,Barbados Mobile,7.56000
1246534,Barbados,Barbados Mobile,7.56000
124682,Barbados,Barbados Mobile,7.56000
124683,Barbados,Barbados Mobile,7.56000
124684,Barbados,Barbados Mobile,7.56000
124685,Barbados,Barbados Mobile,7.56000
375,Belarus,Belarus,9.00000
375602,Belarus,BELARUS - PERSONAL,25.52000
37517,Belarus,Belarus Minsk,8.47000
37525,Belarus,Belarus Mobile,8.47000
37529,Belarus,Belarus Mobile,8.47000
37533,Belarus,Belarus Mobile,8.47000
37544,Belarus,Belarus Mobile,8.47000
32,Belgium,Belgium,1.10000
3244,Belgium,Belgium Mobile,5.85000
3245,Belgium,Belgium Mobile,5.85000
3246,Belgium,Belgium Mobile,5.85000
